repository_file,field_category,matched_text,context,line_estimate,source_status,canonical_field,authority,track_name,meeting_date,notes
data\weather-source-audit\turftrax\caulfield\audit_report.txt,TRACK_CONDITION,Going Report,"pan id=""api-mini-cms-mapname""></span></div>                     </div>                     <div class=""api-mini-cms-line"">                         <div class=""api-mini-cms-prompt"">Going Report:</div>                         <    [api]   mini-cms-prompt"">Going Map:</div>                         <div class=""api-mini-cms-content""><span id=""api-mini-cms-map""></span></div>                     </div>                     <div class=""api-mini-cms-line"">                         <div class=""api-mi",121,DISCOVERED_UNVERIFIED,,,,,
data\weather-source-audit\turftrax\caulfield\audit_report.txt,GOING_STICK,going-stick,"------------------------------------------------- Document: page.html URL: https://its.turftrax.co.uk/visualiser/caulfield/  LIKELY URLS:   /api-response-00.svg   /going-00.svg   /going-stick-00.svg   /visualiser/stream/   /weather-00.svg  KEYWORD CONTEXT:   [api]   ../assets/css/base.css"">         <link type=""text/css"" rel=""stylesheet"" href=""livery.css"">         <script type=""text/javascript"" src=""../assets/js/common.js""></script>         <script type=""text/javascript"">             /*",16,DISCOVERED_UNVERIFIED,,,,,
data\weather-source-audit\turftrax\caulfield\audit_report.txt,UPDATED_TIME,updateTime,var streamHost = null;     var viewCountdown = document.getElementsByClassName('view-countdown')[0];     var updateCountdown = document.getElementById('update-countdown');     var updateTimer = null;                                     [api]                                      // Holder for WDV Update Timeout Event     var viewStatus = document.getElementsByClassName('refresh-status')[0];     var updateStatus = document.getElementById('update-status');     var retryUpdate = 10;,711,DISCOVERED_UNVERIFIED,,,,,
data\weather-source-audit\turftrax\caulfield\page.html,TRACK_CONDITION,going-report,"<div class=""advisory"" style=""display:none;"">                 <dl id=""advisory-notice""><dd></dd></dl>             </div>             <div id=""header"">                 <div class=""going-report-information"">Next Meeting<span id=""location-track-type""></span>:&nbsp;<span id=""location-date""></span></div>                 <div class=""refresh-timer"">Next refresh in <span id=""update-countdown"">0</span> seconds</div>                 <div class=""refresh-status"">Refresh Status: <span id=""update-sta",41,DISCOVERED_UNVERIFIED,,,,,
data\weather-source-audit\turftrax\caulfield\page.html,IRRIGATION_GENERAL,irrigation,"<div class=""metric-source"">Source: Latest Going Report</div>                         </div>                     </div>                     <div class=""metric-display"" id=""irrigation-metric"">                         <div class=""metric-title"">Irrigation</div>                         <div class=""metric-inner"">                             <div class=""metric-sensor-icon"">                                 <img src=""../assets/images/watering-00.svg"" alt=""Watering"">",116,DISCOVERED_UNVERIFIED,,,,,
data\weather-source-audit\turftrax\caulfield\page.html,RAINFALL_24H,rain-24h,"</div>                                 <div class=""metric-reading-line"">                                     <div class=""metric-reading-prompt"">24 Hrs:</div> 									<div id=""rain-24hr"" class=""metric-reading-content""></div>                                 </div>                                 <div class=""metric-reading-line"">                                     <div class=""metric-reading-prompt"">7 Days:</div> 									<div id=""rain-7day"" class=""metric-reading-content""></div>",160,DISCOVERED_UNVERIFIED,,,,,
data\weather-source-audit\turftrax\caulfield\page.html,RAINFALL_7D,rain-7day,"</div>                                 <div class=""metric-reading-line"">                                     <div class=""metric-reading-prompt"">7 Days:</div> 									<div id=""rain-7day"" class=""metric-reading-content""></div>                                 </div>                             </div>                             <div class=""metric-source"">Source: Caulfield Live WTX</div>                         </div>                     </div>                     <div class=""metric-d",164,DISCOVERED_UNVERIFIED,,,,,
data\weather-source-audit\turftrax\caulfield\page.html,GOING_STICK,going-stick,"ools Control"">                   </div>                   <div id=""tool-container"">                   <div id=""api-mini-cms-tool"">                       <img src=""../assets/images/going-stick-00.svg"" title=""Click to show Mini-CMS"" onclick=""ToggleMiniCms();"" alt=""Going Stick Tool"">                   </div>                        <div id=""log-tool"">                           <img src=""/assets/icons/blank-doc-00.svg"" onclick=""its.visualiser.common.ConsoleLogger(this);"" alt=""Console Logging",52,DISCOVERED_UNVERIFIED,,,,,
data\weather-source-audit\turftrax\mornington\004_common.js,TRACK_CONDITION,going-report,"subDomain: null,         useProtocol: null,         useHost: null,         errorTimeout: 5,         errorTimer: null,         errorCountdown: null,         wdvSections: ['going-report-wdv', 'awt-report-wdv', 'weather-report-wdv','wdv-explained'],                  License: {             inFrame: false,             haveTTEMA: false,             haveTTSVC: false,             Init: function() {                 var that = window.its.visualiser.common.License;                 if (wind",59,DISCOVERED_UNVERIFIED,,,,,
data\weather-source-audit\turftrax\mornington\005_base.js,TRACK_CONDITION,going-report,"at a JS Error message will be displayed     var moistureTakenAt = null;     var manualRain = null;     var compressable = new Array(             'additional-comment',             'going-report',             'rail-report',             'stick-report',             'weather-comment',             'irrigation-report',             'stalls-report',             'awt-going-report',             'awt-stalls-report',             'awt-additional-comment'         );     var compressText = {",373,DISCOVERED_UNVERIFIED,,,,,
data\weather-source-audit\turftrax\mornington\005_base.js,IRRIGATION_GENERAL,irrigation,"sable = new Array(             'additional-comment',             'going-report',             'rail-report',             'stick-report',             'weather-comment',             'irrigation-report',             'stalls-report',             'awt-going-report',             'awt-stalls-report',             'awt-additional-comment'         );     var compressText = {             ""primary"": {                 ""fontSize"": ""1.2rem"",                 ""lineHeight"": ""1.4rem""             },",377,DISCOVERED_UNVERIFIED,,,,,
data\weather-source-audit\turftrax\mornington\005_base.js,RAINFALL_24H,rain-24h,"window._viewButton('rg', listArray[nextIndex]);                 }                 _getOtherSensor('rain-since', 'rain' + useOrdinal + '-today');                 _getOtherSensor('rain-24hr', 'rain' + useOrdinal + '-24hr');                 _getOtherSensor('rain-7day', 'rain' + useOrdinal + '-7day');                 break;         }         return true;     }     /**      * Private Method: Will write into a HTML Element an alternate Reading      *       * @usedby <i><b>method</b> Swap",1435,DISCOVERED_UNVERIFIED,,,,,
data\weather-source-audit\turftrax\mornington\005_base.js,RAINFALL_7D,rain-7day,"_getOtherSensor('rain-since', 'rain' + useOrdinal + '-today');                 _getOtherSensor('rain-24hr', 'rain' + useOrdinal + '-24hr');                 _getOtherSensor('rain-7day', 'rain' + useOrdinal + '-7day');                 break;         }         return true;     }     /**      * Private Method: Will write into a HTML Element an alternate Reading      *       * @usedby <i><b>method</b> SwapView()</i>      *       * @param {string} readingId DOM ID of Target HTML Elem",1436,DISCOVERED_UNVERIFIED,,,,,
data\weather-source-audit\turftrax\mornington\005_base.js,UPDATED_TIME,updateTime,var streamHost = null;     var viewCountdown = document.getElementsByClassName('view-countdown')[0];     var updateCountdown = document.getElementById('update-countdown');     var updateTimer = null;                                                     // Holder for WDV Update Timeout Event     var viewStatus = document.getElementsByClassName('refresh-status')[0];     var updateStatus = document.getElementById('update-status');     var retryUpdate = 10;,356,DISCOVERED_UNVERIFIED,,,,,
data\weather-source-audit\turftrax\mornington\audit.json,TRACK_CONDITION,Going Report,"=\""api-mini-cms-mapname\""></span></div>                     </div>                     <div class=\""api-mini-cms-line\"">                         <div class=\""api-mini-cms-prompt\"">Going Report:</div>                         <""         },         {           ""keyword"": ""api"",           ""position"": 24364,           ""context"": ""mini-cms-prompt\"">Going Map:</div>                         <div class=\""api-mini-cms-content\""><span id=\""api-mini-cms-map\""></span></div>                     </div>",224,DISCOVERED_UNVERIFIED,,,,,
data\weather-source-audit\turftrax\mornington\audit.json,IRRIGATION_GENERAL,irrigation,"<div class=\""metric-source\"">Source: Latest Going Report</div>                         </div>                     </div>                     <div class=\""metric-display\"" id=\""irrigation-metric\"">                         <div class=\""metric-title\"">Irri""         },         {           ""keyword"": ""weather"",           ""position"": 9684,           ""context"": ""                  </div>                             <div id=\""additional-comment\"" class=\""metric-comment\""></div>",504,DISCOVERED_UNVERIFIED,,,,,
data\weather-source-audit\turftrax\mornington\audit.json,RAINFALL_24H,rain-24h,"<div class=\""metric-reading-line\"">                                     <div class=\""metric-reading-prompt\"">24 Hours:</div>                                     <div id=\""rain-24hr\"" class=\""metric-reading-""         },         {           ""keyword"": ""rain"",           ""position"": 11194,           ""context"": ""                        <div id=\""rain-since\"" class=\""metric-reading-content\""></div>                                 </div>                                 <div class=\",664,DISCOVERED_UNVERIFIED,,,,,
data\weather-source-audit\turftrax\mornington\audit.json,RAINFALL_7D,rain-7day,"<div class=\""metric-reading-line\"">                                     <div class=\""metric-reading-prompt\"">7 Days:</div>                                     <div id=\""rain-7day\"" class=\""metric-reading-con""         },         {           ""keyword"": ""rain"",           ""position"": 11478,           ""context"": ""                           <div id=\""rain-24hr\"" class=\""metric-reading-content\""></div>                                 </div>                                 <div cla",669,DISCOVERED_UNVERIFIED,,,,,
data\weather-source-audit\turftrax\mornington\audit.json,GOING_STICK,going-stick,"document_url"": ""https://its.turftrax.co.uk/visualiser/mornington/"",       ""kind"": ""html"",       ""likely_urls"": [         ""/api-response-00.svg"",         ""/going-00.svg"",         ""/going-stick-00.svg"",         ""/visualiser/stream/"",         ""/weather-00.svg""       ],       ""keyword_hits"": [         {           ""keyword"": ""api"",           ""position"": 1340,           ""context"": ""./assets/css/base.css\"">         <link type=\""text/css\"" rel=\""stylesheet\"" href=\""livery.css\"">         <script",51,DISCOVERED_UNVERIFIED,,,,,
data\weather-source-audit\turftrax\mornington\audit.json,UPDATED_TIME,updateTime,"var streamHost = null;     var viewCountdown = document.getElementsByClassName('view-countdown')[0];     var updateCountdown = document.getElementById('update-countdown');     var updateTimer = null;                                 ""         },         {           ""keyword"": ""api"",           ""position"": 17937,           ""context"": ""                                   // Holder for WDV Update Timeout Event     var viewStatus = document.getElementsByClassName('refresh-status')[0];     var",2371,DISCOVERED_UNVERIFIED,,,,,
data\weather-source-audit\turftrax\mornington\audit_report.txt,TRACK_CONDITION,Going Report,"pan id=""api-mini-cms-mapname""></span></div>                     </div>                     <div class=""api-mini-cms-line"">                         <div class=""api-mini-cms-prompt"">Going Report:</div>                         <    [api]   mini-cms-prompt"">Going Map:</div>                         <div class=""api-mini-cms-content""><span id=""api-mini-cms-map""></span></div>                     </div>                     <div class=""api-mini-cms-line"">                         <div class=""api-mi",121,DISCOVERED_UNVERIFIED,,,,,
data\weather-source-audit\turftrax\mornington\audit_report.txt,GOING_STICK,going-stick,"------------------------------------------------ Document: page.html URL: https://its.turftrax.co.uk/visualiser/mornington/  LIKELY URLS:   /api-response-00.svg   /going-00.svg   /going-stick-00.svg   /visualiser/stream/   /weather-00.svg  KEYWORD CONTEXT:   [api]   ./assets/css/base.css"">         <link type=""text/css"" rel=""stylesheet"" href=""livery.css"">         <script type=""text/javascript"" src=""../assets/js/common.js""></script>         <script type=""text/javascript"">             /* F",16,DISCOVERED_UNVERIFIED,,,,,
data\weather-source-audit\turftrax\mornington\audit_report.txt,UPDATED_TIME,updateTime,var streamHost = null;     var viewCountdown = document.getElementsByClassName('view-countdown')[0];     var updateCountdown = document.getElementById('update-countdown');     var updateTimer = null;                                     [api]                                      // Holder for WDV Update Timeout Event     var viewStatus = document.getElementsByClassName('refresh-status')[0];     var updateStatus = document.getElementById('update-status');     var retryUpdate = 10;,711,DISCOVERED_UNVERIFIED,,,,,
data\weather-source-audit\turftrax\mornington\page.html,TRACK_CONDITION,going-report,"<div class=""advisory"" style=""display:none;"">                 <dl id=""advisory-notice""><dd></dd></dl>             </div>             <div id=""header"">                 <div class=""going-report-information"">Next Meeting<span id=""location-track-type""></span>:&nbsp;<span id=""location-date""></span></div>                 <div class=""refresh-timer"">Next refresh in <span id=""update-countdown"">0</span> seconds</div>                 <div class=""refresh-status"">Refresh Status: <span id=""update-sta",41,DISCOVERED_UNVERIFIED,,,,,
data\weather-source-audit\turftrax\mornington\page.html,IRRIGATION_GENERAL,irrigation,"<div class=""metric-source"">Source: Latest Going Report</div>                         </div>                     </div>                     <div class=""metric-display"" id=""irrigation-metric"">                         <div class=""metric-title"">Irrigation</div>                         <div class=""metric-inner"">                             <div class=""metric-sensor-icon"">                                 <img src=""../assets/images/watering-00.svg"" alt=""Watering"">",116,DISCOVERED_UNVERIFIED,,,,,
data\weather-source-audit\turftrax\mornington\page.html,RAINFALL_24H,rain-24h,"<div class=""metric-reading-line"">                                     <div class=""metric-reading-prompt"">24 Hours:</div>                                     <div id=""rain-24hr"" class=""metric-reading-content""></div>                                 </div>                                 <div class=""metric-reading-line"">                                     <div class=""metric-reading-prompt"">7 Days:</div>                                     <div id=""rain-7day"" class=""metric",160,DISCOVERED_UNVERIFIED,,,,,
